queryPolarity,corpus,charset,arm,oracle,cells,glyphs,candidateW,candidateH,dimension,windows,mean,improvementPercent,productionAgreementPercent,meanInkDelta,maxInkDelta
inverted,nasa-occupancy-v1,braille,rectSingleDisc,gmsd,66880,256,12,24,60,1,0.26374513916584164,-5.371464483329407,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,rectSingleDisc,haarPSI,66880,256,12,24,60,1,0.1363577140218004,-23.29728645341395,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,rectSingleDisc,mae,66880,256,12,24,60,1,0.35135082337918816,0.5692924893630138,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,rectSingleDisc,rmse,66880,256,12,24,60,1,0.4188495830167644,-1.652515467833749,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,rectSingleDisc,ssim,66880,256,12,24,60,1,0.06335469179413845,-27.23509290489965,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulSingleDisc,gmsd,66880,256,12,24,60,1,0.26374513916584164,-5.371464483329407,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulSingleDisc,haarPSI,66880,256,12,24,60,1,0.1363577140218004,-23.29728645341395,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulSingleDisc,mae,66880,256,12,24,60,1,0.35135082337918816,0.5692924893630138,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulSingleDisc,rmse,66880,256,12,24,60,1,0.4188495830167644,-1.652515467833749,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulSingleDisc,ssim,66880,256,12,24,60,1,0.06335469179413845,-27.23509290489965,21.411483253588518,0.24100110228191032,0.7011286616325378
inverted,nasa-occupancy-v1,braille,faithfulTiled,gmsd,66880,256,12,24,4320,72,0.25071458604990327,-0.1654975821124285,29.32565789473684,0.24281145752780373,0.7113000154495239
inverted,nasa-occupancy-v1,braille,faithfulTiled,haarPSI,66880,256,12,24,4320,72,0.17992120001928377,1.2076534506200884,29.32565789473684,0.24281145752780373,0.7113000154495239
inverted,nasa-occupancy-v1,braille,faithfulTiled,mae,66880,256,12,24,4320,72,0.35445706463117477,-0.30975985613392276,29.32565789473684,0.24281145752780373,0.7113000154495239
inverted,nasa-occupancy-v1,braille,faithfulTiled,rmse,66880,256,12,24,4320,72,0.4131324055512747,-0.2649875955193023,29.32565789473684,0.24281145752780373,0.7113000154495239
inverted,nasa-occupancy-v1,braille,faithfulTiled,ssim,66880,256,12,24,4320,72,0.0822271320175227,-5.559486558734103,29.32565789473684,0.24281145752780373,0.7113000154495239
inverted,nasa-occupancy-v1,braille,faithfulTiledNoBlur,gmsd,66880,256,12,24,4320,72,0.2481213757400255,0.8705418646402608,32.67942583732057,0.2417755049779081,0.7075326442718506
inverted,nasa-occupancy-v1,braille,faithfulTiledNoBlur,haarPSI,66880,256,12,24,4320,72,0.1795618944006559,1.0055400891648894,32.67942583732057,0.2417755049779081,0.7075326442718506
inverted,nasa-occupancy-v1,braille,faithfulTiledNoBlur,mae,66880,256,12,24,4320,72,0.3531098845999455,0.07148605176241907,32.67942583732057,0.2417755049779081,0.7075326442718506
inverted,nasa-occupancy-v1,braille,faithfulTiledNoBlur,rmse,66880,256,12,24,4320,72,0.41198192289905394,0.014228286129698361,32.67942583732057,0.2417755049779081,0.7075326442718506
inverted,nasa-occupancy-v1,braille,faithfulTiledNoBlur,ssim,66880,256,12,24,4320,72,0.08404686711584719,-3.4694621009160374,32.67942583732057,0.2417755049779081,0.7075326442718506
